,store_id,item_id,wm_yr_wk,sell_price
131,CA_1,HOBBIES_1_001,11551,8.26
132,CA_1,HOBBIES_1_001,11552,8.26
133,CA_1,HOBBIES_1_001,11601,8.26
134,CA_1,HOBBIES_1_001,11602,8.26
135,CA_1,HOBBIES_1_001,11603,8.26
136,CA_1,HOBBIES_1_001,11604,8.26
137,CA_1,HOBBIES_1_001,11605,8.26
138,CA_1,HOBBIES_1_001,11606,8.26
139,CA_1,HOBBIES_1_001,11607,8.26
140,CA_1,HOBBIES_1_001,11608,8.26
141,CA_1,HOBBIES_1_001,11609,8.26
142,CA_1,HOBBIES_1_001,11610,8.26
143,CA_1,HOBBIES_1_001,11611,8.38
144,CA_1,HOBBIES_1_001,11612,8.38
145,CA_1,HOBBIES_1_001,11613,8.38
146,CA_1,HOBBIES_1_001,11614,8.38
147,CA_1,HOBBIES_1_001,11615,8.38
148,CA_1,HOBBIES_1_001,11616,8.38
149,CA_1,HOBBIES_1_001,11617,8.38
150,CA_1,HOBBIES_1_001,11618,8.38
151,CA_1,HOBBIES_1_001,11619,8.38
152,CA_1,HOBBIES_1_001,11620,8.38
153,CA_1,HOBBIES_1_001,11621,8.38
154,CA_1,HOBBIES_1_002,11121,3.97
155,CA_1,HOBBIES_1_002,11122,3.97
156,CA_1,HOBBIES_1_002,11123,3.97
157,CA_1,HOBBIES_1_002,11124,3.97
158,CA_1,HOBBIES_1_002,11125,3.97
159,CA_1,HOBBIES_1_002,11126,3.97
160,CA_1,HOBBIES_1_002,11127,3.97
161,CA_1,HOBBIES_1_002,11128,3.97
162,CA_1,HOBBIES_1_002,11129,3.97
163,CA_1,HOBBIES_1_002,11130,3.97
164,CA_1,HOBBIES_1_002,11131,3.97
165,CA_1,HOBBIES_1_002,11132,3.97
166,CA_1,HOBBIES_1_002,11133,3.97
167,CA_1,HOBBIES_1_002,11134,3.97
168,CA_1,HOBBIES_1_002,11135,3.97
169,CA_1,HOBBIES_1_002,11136,3.97
170,CA_1,HOBBIES_1_002,11137,3.97
171,CA_1,HOBBIES_1_002,11138,3.97
172,CA_1,HOBBIES_1_002,11139,3.97
173,CA_1,HOBBIES_1_002,11140,3.97
174,CA_1,HOBBIES_1_002,11141,3.97
175,CA_1,HOBBIES_1_002,11142,3.97
176,CA_1,HOBBIES_1_002,11143,3.97
177,CA_1,HOBBIES_1_002,11144,3.97
178,CA_1,HOBBIES_1_002,11145,3.97
179,CA_1,HOBBIES_1_002,11146,3.97
180,CA_1,HOBBIES_1_002,11147,3.97
181,CA_1,HOBBIES_1_002,11148,3.97
182,CA_1,HOBBIES_1_002,11149,3.97
183,CA_1,HOBBIES_1_002,11150,3.97
184,CA_1,HOBBIES_1_002,11151,3.97
185,CA_1,HOBBIES_1_002,11152,3.97
186,CA_1,HOBBIES_1_002,11201,3.97
187,CA_1,HOBBIES_1_002,11202,3.97
188,CA_1,HOBBIES_1_002,11203,3.97
189,CA_1,HOBBIES_1_002,11204,3.97
190,CA_1,HOBBIES_1_002,11205,3.97
191,CA_1,HOBBIES_1_002,11206,3.97
192,CA_1,HOBBIES_1_002,11207,3.97
193,CA_1,HOBBIES_1_002,11208,3.97
194,CA_1,HOBBIES_1_002,11209,3.97
195,CA_1,HOBBIES_1_002,11210,3.97
196,CA_1,HOBBIES_1_002,11211,3.97
197,CA_1,HOBBIES_1_002,11212,3.97
198,CA_1,HOBBIES_1_002,11213,3.97
199,CA_1,HOBBIES_1_002,11214,3.97
200,CA_1,HOBBIES_1_002,11215,3.97
201,CA_1,HOBBIES_1_002,11216,3.97
202,CA_1,HOBBIES_1_002,11217,3.97
203,CA_1,HOBBIES_1_002,11218,3.97
204,CA_1,HOBBIES_1_002,11219,3.97
205,CA_1,HOBBIES_1_002,11220,3.97
206,CA_1,HOBBIES_1_002,11221,3.97
207,CA_1,HOBBIES_1_002,11222,3.97
208,CA_1,HOBBIES_1_002,11223,3.97
209,CA_1,HOBBIES_1_002,11224,3.97
210,CA_1,HOBBIES_1_002,11225,3.97
211,CA_1,HOBBIES_1_002,11226,3.97
212,CA_1,HOBBIES_1_002,11227,3.97
213,CA_1,HOBBIES_1_002,11228,3.97
214,CA_1,HOBBIES_1_002,11229,3.97
215,CA_1,HOBBIES_1_002,11230,3.97
216,CA_1,HOBBIES_1_002,11231,3.97
217,CA_1,HOBBIES_1_002,11232,3.97
218,CA_1,HOBBIES_1_002,11233,3.97
219,CA_1,HOBBIES_1_002,11234,3.97
220,CA_1,HOBBIES_1_002,11235,3.97
221,CA_1,HOBBIES_1_002,11236,3.97
222,CA_1,HOBBIES_1_002,11237,3.97
223,CA_1,HOBBIES_1_002,11238,3.97
224,CA_1,HOBBIES_1_002,11239,3.97
225,CA_1,HOBBIES_1_002,11240,3.97
226,CA_1,HOBBIES_1_002,11241,3.97
227,CA_1,HOBBIES_1_002,11242,3.97
228,CA_1,HOBBIES_1_002,11243,3.97
229,CA_1,HOBBIES_1_002,11244,3.97
230,CA_1,HOBBIES_1_002,11245,3.97
231,CA_1,HOBBIES_1_002,11246,3.97
232,CA_1,HOBBIES_1_002,11247,3.97
233,CA_1,HOBBIES_1_002,11248,3.97
234,CA_1,HOBBIES_1_002,11249,3.97
235,CA_1,HOBBIES_1_002,11250,3.97
236,CA_1,HOBBIES_1_002,11251,3.97
237,CA_1,HOBBIES_1_002,11252,3.97
238,CA_1,HOBBIES_1_002,11301,3.97
239,CA_1,HOBBIES_1_002,11302,3.97
240,CA_1,HOBBIES_1_002,11303,3.97
241,CA_1,HOBBIES_1_002,11304,3.97
242,CA_1,HOBBIES_1_002,11305,3.97
243,CA_1,HOBBIES_1_002,11306,3.97
244,CA_1,HOBBIES_1_002,11307,3.97
245,CA_1,HOBBIES_1_002,11308,3.97
246,CA_1,HOBBIES_1_002,11309,3.97
247,CA_1,HOBBIES_1_002,11310,3.97
248,CA_1,HOBBIES_1_002,11311,3.97
249,CA_1,HOBBIES_1_002,11312,3.97
250,CA_1,HOBBIES_1_002,11313,3.97
251,CA_1,HOBBIES_1_002,11314,3.97
252,CA_1,HOBBIES_1_002,11315,3.97
253,CA_1,HOBBIES_1_002,11316,3.97
254,CA_1,HOBBIES_1_002,11317,3.97
255,CA_1,HOBBIES_1_002,11318,3.97
256,CA_1,HOBBIES_1_002,11319,3.97
257,CA_1,HOBBIES_1_002,11320,3.97
258,CA_1,HOBBIES_1_002,11321,3.97
259,CA_1,HOBBIES_1_002,11322,3.97
260,CA_1,HOBBIES_1_002,11323,3.97
261,CA_1,HOBBIES_1_002,11324,3.97
262,CA_1,HOBBIES_1_002,11325,3.97
263,CA_1,HOBBIES_1_002,11326,3.97
264,CA_1,HOBBIES_1_002,11327,3.97
265,CA_1,HOBBIES_1_002,11328,3.97
266,CA_1,HOBBIES_1_002,11329,3.97
267,CA_1,HOBBIES_1_002,11330,3.97
268,CA_1,HOBBIES_1_002,11331,3.97
269,CA_1,HOBBIES_1_002,11332,3.97
270,CA_1,HOBBIES_1_002,11333,3.97
271,CA_1,HOBBIES_1_002,11334,3.97
272,CA_1,HOBBIES_1_002,11335,3.97
273,CA_1,HOBBIES_1_002,11336,3.97
274,CA_1,HOBBIES_1_002,11337,3.97
275,CA_1,HOBBIES_1_002,11338,3.97
276,CA_1,HOBBIES_1_002,11339,3.97
277,CA_1,HOBBIES_1_002,11340,3.97
278,CA_1,HOBBIES_1_002,11341,3.97
279,CA_1,HOBBIES_1_002,11342,3.97
280,CA_1,HOBBIES_1_002,11343,3.97
281,CA_1,HOBBIES_1_002,11344,3.97
282,CA_1,HOBBIES_1_002,11345,3.97
283,CA_1,HOBBIES_1_002,11346,3.97
284,CA_1,HOBBIES_1_002,11347,3.97
285,CA_1,HOBBIES_1_002,11348,3.97
286,CA_1,HOBBIES_1_002,11349,3.97
287,CA_1,HOBBIES_1_002,11350,3.97
288,CA_1,HOBBIES_1_002,11351,3.97
289,CA_1,HOBBIES_1_002,11352,3.97
290,CA_1,HOBBIES_1_002,11353,3.97
291,CA_1,HOBBIES_1_002,11401,3.97
292,CA_1,HOBBIES_1_002,11402,3.97
293,CA_1,HOBBIES_1_002,11403,3.97
294,CA_1,HOBBIES_1_002,11404,3.97
295,CA_1,HOBBIES_1_002,11405,3.97
296,CA_1,HOBBIES_1_002,11406,3.97
297,CA_1,HOBBIES_1_002,11407,3.97
298,CA_1,HOBBIES_1_002,11408,3.97
299,CA_1,HOBBIES_1_002,11409,3.97
300,CA_1,HOBBIES_1_002,11410,3.97
301,CA_1,HOBBIES_1_002,11411,3.97
302,CA_1,HOBBIES_1_002,11412,3.97
303,CA_1,HOBBIES_1_002,11413,3.97
304,CA_1,HOBBIES_1_002,11414,3.97
305,CA_1,HOBBIES_1_002,11415,3.97
306,CA_1,HOBBIES_1_002,11416,3.97
307,CA_1,HOBBIES_1_002,11417,3.97
308,CA_1,HOBBIES_1_002,11418,3.97
309,CA_1,HOBBIES_1_002,11419,3.97
310,CA_1,HOBBIES_1_002,11420,3.97
311,CA_1,HOBBIES_1_002,11421,3.97
312,CA_1,HOBBIES_1_002,11422,3.97
313,CA_1,HOBBIES_1_002,11423,3.97
314,CA_1,HOBBIES_1_002,11424,3.97
315,CA_1,HOBBIES_1_002,11425,3.97
316,CA_1,HOBBIES_1_002,11426,3.97
317,CA_1,HOBBIES_1_002,11427,3.97
318,CA_1,HOBBIES_1_002,11428,3.97
319,CA_1,HOBBIES_1_002,11429,3.97
320,CA_1,HOBBIES_1_002,11430,3.97
321,CA_1,HOBBIES_1_002,11431,3.97
322,CA_1,HOBBIES_1_002,11432,3.97
323,CA_1,HOBBIES_1_002,11433,3.97
324,CA_1,HOBBIES_1_002,11434,3.97
325,CA_1,HOBBIES_1_002,11435,3.97
326,CA_1,HOBBIES_1_002,11436,3.97
327,CA_1,HOBBIES_1_002,11437,3.97
328,CA_1,HOBBIES_1_002,11438,3.97
329,CA_1,HOBBIES_1_002,11439,3.97
330,CA_1,HOBBIES_1_002,11440,3.97
331,CA_1,HOBBIES_1_002,11441,3.97
332,CA_1,HOBBIES_1_002,11442,3.97
333,CA_1,HOBBIES_1_002,11443,3.97
334,CA_1,HOBBIES_1_002,11444,3.97
335,CA_1,HOBBIES_1_002,11445,3.97
336,CA_1,HOBBIES_1_002,11446,3.97
337,CA_1,HOBBIES_1_002,11447,3.97
338,CA_1,HOBBIES_1_002,11448,3.97
339,CA_1,HOBBIES_1_002,11449,3.97
340,CA_1,HOBBIES_1_002,11450,3.97
341,CA_1,HOBBIES_1_002,11451,3.97
342,CA_1,HOBBIES_1_002,11452,3.97
343,CA_1,HOBBIES_1_002,11501,3.97
344,CA_1,HOBBIES_1_002,11502,3.97
345,CA_1,HOBBIES_1_002,11503,3.97
346,CA_1,HOBBIES_1_002,11504,3.97
347,CA_1,HOBBIES_1_002,11505,3.97
348,CA_1,HOBBIES_1_002,11506,3.97
349,CA_1,HOBBIES_1_002,11507,3.97
350,CA_1,HOBBIES_1_002,11508,3.97
351,CA_1,HOBBIES_1_002,11509,3.97
352,CA_1,HOBBIES_1_002,11510,3.97
353,CA_1,HOBBIES_1_002,11511,3.97
354,CA_1,HOBBIES_1_002,11512,3.97
355,CA_1,HOBBIES_1_002,11513,3.97
356,CA_1,HOBBIES_1_002,11514,3.97
357,CA_1,HOBBIES_1_002,11515,3.97
358,CA_1,HOBBIES_1_002,11516,3.97
359,CA_1,HOBBIES_1_002,11517,3.97
360,CA_1,HOBBIES_1_002,11518,3.97
361,CA_1,HOBBIES_1_002,11519,3.97
362,CA_1,HOBBIES_1_002,11520,3.97
363,CA_1,HOBBIES_1_002,11521,3.97
364,CA_1,HOBBIES_1_002,11522,3.97
365,CA_1,HOBBIES_1_002,11523,3.97
366,CA_1,HOBBIES_1_002,11524,3.97
367,CA_1,HOBBIES_1_002,11525,3.97
368,CA_1,HOBBIES_1_002,11526,3.97
369,CA_1,HOBBIES_1_002,11527,3.97
370,CA_1,HOBBIES_1_002,11528,3.97
371,CA_1,HOBBIES_1_002,11529,3.97
372,CA_1,HOBBIES_1_002,11530,3.97
373,CA_1,HOBBIES_1_002,11531,3.97
374,CA_1,HOBBIES_1_002,11532,3.97
375,CA_1,HOBBIES_1_002,11533,3.97
376,CA_1,HOBBIES_1_002,11534,3.97
377,CA_1,HOBBIES_1_002,11535,3.97
378,CA_1,HOBBIES_1_002,11536,3.97
379,CA_1,HOBBIES_1_002,11537,3.97
380,CA_1,HOBBIES_1_002,11538,3.97
381,CA_1,HOBBIES_1_002,11539,3.97
382,CA_1,HOBBIES_1_002,11540,3.97
383,CA_1,HOBBIES_1_002,11541,3.97
384,CA_1,HOBBIES_1_002,11542,3.97
385,CA_1,HOBBIES_1_002,11543,3.97
386,CA_1,HOBBIES_1_002,11544,3.97
387,CA_1,HOBBIES_1_002,11545,3.97
388,CA_1,HOBBIES_1_002,11546,3.97
389,CA_1,HOBBIES_1_002,11547,3.97
390,CA_1,HOBBIES_1_002,11548,3.97
391,CA_1,HOBBIES_1_002,11549,3.97
392,CA_1,HOBBIES_1_002,11550,3.97
393,CA_1,HOBBIES_1_002,11551,3.97
394,CA_1,HOBBIES_1_002,11552,3.97
395,CA_1,HOBBIES_1_002,11601,3.97
396,CA_1,HOBBIES_1_002,11602,3.97
397,CA_1,HOBBIES_1_002,11603,3.97
398,CA_1,HOBBIES_1_002,11604,3.97
399,CA_1,HOBBIES_1_002,11605,3.97
400,CA_1,HOBBIES_1_002,11606,3.97
401,CA_1,HOBBIES_1_002,11607,3.97
402,CA_1,HOBBIES_1_002,11608,3.97
403,CA_1,HOBBIES_1_002,11609,3.97
404,CA_1,HOBBIES_1_002,11610,3.97
405,CA_1,HOBBIES_1_002,11611,3.97
406,CA_1,HOBBIES_1_002,11612,3.97
407,CA_1,HOBBIES_1_002,11613,3.97
408,CA_1,HOBBIES_1_002,11614,3.97
409,CA_1,HOBBIES_1_002,11615,3.97
410,CA_1,HOBBIES_1_002,11616,3.97
411,CA_1,HOBBIES_1_002,11617,3.97
412,CA_1,HOBBIES_1_002,11618,3.97
413,CA_1,HOBBIES_1_002,11619,3.97
414,CA_1,HOBBIES_1_002,11620,3.97
415,CA_1,HOBBIES_1_002,11621,3.97
416,CA_1,HOBBIES_1_003,11401,2.97
417,CA_1,HOBBIES_1_003,11402,2.97
418,CA_1,HOBBIES_1_003,11403,2.97
419,CA_1,HOBBIES_1_003,11404,2.97
420,CA_1,HOBBIES_1_003,11405,2.97
421,CA_1,HOBBIES_1_003,11406,2.97
422,CA_1,HOBBIES_1_003,11407,2.97
423,CA_1,HOBBIES_1_003,11408,2.97
424,CA_1,HOBBIES_1_003,11409,2.97
425,CA_1,HOBBIES_1_003,11410,2.97
426,CA_1,HOBBIES_1_003,11411,2.97
427,CA_1,HOBBIES_1_003,11412,2.97
428,CA_1,HOBBIES_1_003,11413,2.97
429,CA_1,HOBBIES_1_003,11414,2.97
430,CA_1,HOBBIES_1_003,11415,2.97
431,CA_1,HOBBIES_1_003,11416,2.97
432,CA_1,HOBBIES_1_003,11417,2.97
433,CA_1,HOBBIES_1_003,11418,2.97
434,CA_1,HOBBIES_1_003,11419,2.97
435,CA_1,HOBBIES_1_003,11420,2.97
436,CA_1,HOBBIES_1_003,11421,2.97
437,CA_1,HOBBIES_1_003,11422,2.97
438,CA_1,HOBBIES_1_003,11423,2.97
439,CA_1,HOBBIES_1_003,11424,2.97
440,CA_1,HOBBIES_1_003,11425,2.97
441,CA_1,HOBBIES_1_003,11426,2.97
442,CA_1,HOBBIES_1_003,11427,2.97
443,CA_1,HOBBIES_1_003,11428,2.97
444,CA_1,HOBBIES_1_003,11429,2.97
445,CA_1,HOBBIES_1_003,11430,2.97
446,CA_1,HOBBIES_1_003,11431,2.97
447,CA_1,HOBBIES_1_003,11432,2.97
448,CA_1,HOBBIES_1_003,11433,2.97
449,CA_1,HOBBIES_1_003,11434,2.97
450,CA_1,HOBBIES_1_003,11435,2.97
451,CA_1,HOBBIES_1_003,11436,2.97
452,CA_1,HOBBIES_1_003,11437,2.97
453,CA_1,HOBBIES_1_003,11438,2.97
454,CA_1,HOBBIES_1_003,11439,2.97
455,CA_1,HOBBIES_1_003,11440,2.97
456,CA_1,HOBBIES_1_003,11441,2.97
457,CA_1,HOBBIES_1_003,11442,2.97
458,CA_1,HOBBIES_1_003,11443,2.97
459,CA_1,HOBBIES_1_003,11444,2.97
460,CA_1,HOBBIES_1_003,11445,2.97
461,CA_1,HOBBIES_1_003,11446,2.97
462,CA_1,HOBBIES_1_003,11447,2.97
463,CA_1,HOBBIES_1_003,11448,2.97
464,CA_1,HOBBIES_1_003,11449,2.97
465,CA_1,HOBBIES_1_003,11450,2.97
466,CA_1,HOBBIES_1_003,11451,2.97
467,CA_1,HOBBIES_1_003,11452,2.97
468,CA_1,HOBBIES_1_003,11501,2.97
469,CA_1,HOBBIES_1_003,11502,2.97
470,CA_1,HOBBIES_1_003,11503,2.97
471,CA_1,HOBBIES_1_003,11504,2.97
472,CA_1,HOBBIES_1_003,11505,2.97
473,CA_1,HOBBIES_1_003,11506,2.97
474,CA_1,HOBBIES_1_003,11507,2.97
475,CA_1,HOBBIES_1_003,11508,2.97
476,CA_1,HOBBIES_1_003,11509,2.97
477,CA_1,HOBBIES_1_003,11510,2.97
478,CA_1,HOBBIES_1_003,11511,2.97
479,CA_1,HOBBIES_1_003,11512,2.97
480,CA_1,HOBBIES_1_003,11513,2.97
481,CA_1,HOBBIES_1_003,11514,2.97
482,CA_1,HOBBIES_1_003,11515,2.97
483,CA_1,HOBBIES_1_003,11516,2.97
484,CA_1,HOBBIES_1_003,11517,2.97
485,CA_1,HOBBIES_1_003,11518,2.97
486,CA_1,HOBBIES_1_003,11519,2.97
487,CA_1,HOBBIES_1_003,11520,2.97
488,CA_1,HOBBIES_1_003,11521,2.97
489,CA_1,HOBBIES_1_003,11522,2.97
490,CA_1,HOBBIES_1_003,11523,2.97
491,CA_1,HOBBIES_1_003,11524,2.97
492,CA_1,HOBBIES_1_003,11525,2.97
493,CA_1,HOBBIES_1_003,11526,2.97
494,CA_1,HOBBIES_1_003,11527,2.97
495,CA_1,HOBBIES_1_003,11528,2.97
496,CA_1,HOBBIES_1_003,11529,2.97
497,CA_1,HOBBIES_1_003,11530,2.97
498,CA_1,HOBBIES_1_003,11531,2.97
499,CA_1,HOBBIES_1_003,11532,2.97
500,CA_1,HOBBIES_1_003,11533,2.97
501,CA_1,HOBBIES_1_003,11534,2.97
502,CA_1,HOBBIES_1_003,11535,2.97
503,CA_1,HOBBIES_1_003,11536,2.97
504,CA_1,HOBBIES_1_003,11537,2.97
505,CA_1,HOBBIES_1_003,11538,2.97
506,CA_1,HOBBIES_1_003,11539,2.97
507,CA_1,HOBBIES_1_003,11540,2.97
508,CA_1,HOBBIES_1_003,11541,2.97
509,CA_1,HOBBIES_1_003,11542,2.97
510,CA_1,HOBBIES_1_003,11543,2.97
511,CA_1,HOBBIES_1_003,11544,2.97
512,CA_1,HOBBIES_1_003,11545,2.97
513,CA_1,HOBBIES_1_003,11546,2.97
514,CA_1,HOBBIES_1_003,11547,2.97
515,CA_1,HOBBIES_1_003,11548,2.97
516,CA_1,HOBBIES_1_003,11549,2.97
517,CA_1,HOBBIES_1_003,11550,2.97
518,CA_1,HOBBIES_1_003,11551,2.97
519,CA_1,HOBBIES_1_003,11552,2.97
520,CA_1,HOBBIES_1_003,11601,2.97
521,CA_1,HOBBIES_1_003,11602,2.97
522,CA_1,HOBBIES_1_003,11603,2.97
523,CA_1,HOBBIES_1_003,11604,2.97
524,CA_1,HOBBIES_1_003,11605,2.97
525,CA_1,HOBBIES_1_003,11606,2.97
526,CA_1,HOBBIES_1_003,11607,2.97
527,CA_1,HOBBIES_1_003,11608,2.97
528,CA_1,HOBBIES_1_003,11609,2.97
529,CA_1,HOBBIES_1_003,11610,2.97
530,CA_1,HOBBIES_1_003,11611,2.97
531,CA_1,HOBBIES_1_003,11612,2.97
532,CA_1,HOBBIES_1_003,11613,2.97
533,CA_1,HOBBIES_1_003,11614,2.97
534,CA_1,HOBBIES_1_003,11615,2.97
535,CA_1,HOBBIES_1_003,11616,2.97
536,CA_1,HOBBIES_1_003,11617,2.97
537,CA_1,HOBBIES_1_003,11618,2.97
538,CA_1,HOBBIES_1_003,11619,2.97
539,CA_1,HOBBIES_1_003,11620,2.97
540,CA_1,HOBBIES_1_003,11621,2.97
541,CA_1,HOBBIES_1_004,11106,4.34
542,CA_1,HOBBIES_1_004,11107,4.34
543,CA_1,HOBBIES_1_004,11108,4.34
544,CA_1,HOBBIES_1_004,11109,4.34
545,CA_1,HOBBIES_1_004,11110,4.34
546,CA_1,HOBBIES_1_004,11111,4.34
547,CA_1,HOBBIES_1_004,11112,4.34
548,CA_1,HOBBIES_1_004,11113,4.34
549,CA_1,HOBBIES_1_004,11114,4.34
550,CA_1,HOBBIES_1_004,11115,4.34
551,CA_1,HOBBIES_1_004,11116,4.34
552,CA_1,HOBBIES_1_004,11117,4.34
553,CA_1,HOBBIES_1_004,11118,4.34
554,CA_1,HOBBIES_1_004,11119,4.34
555,CA_1,HOBBIES_1_004,11120,4.34
556,CA_1,HOBBIES_1_004,11121,4.34
557,CA_1,HOBBIES_1_004,11122,4.34
